Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si,mineral
1,0,0,0,133,6,4,0,472,0,CaTiO3std15
0,0,3,0,150,2,0,0,436,0,CaTiO3std15
0,0,0,0,131,2,3,0,455,0,CaTiO3std15
0,0,0,0,130,4,2,0,483,0,CaTiO3std15
0,0,2,0,143,0,0,0,478,4,CaTiO3std15
1,3,0,0,154,7,6,0,452,0,CaTiO3std15
0,0,0,0,127,2,0,0,476,1,CaTiO3std15
0,0,3,0,147,6,3,0,463,0,CaTiO3std15
0,2,0,0,164,4,3,0,476,0,CaTiO3std15
0,0,2,0,147,0,2,0,431,1,CaTiO3std15
0,0,0,2,131,5,3,0,455,0,CaTiO3std15
1,2,2,0,147,4,6,0,480,0,CaTiO3std15
0,0,0,2,139,2,4,0,503,0,CaTiO3std15
2,0,2,0,134,0,0,0,479,1,CaTiO3std15
0,0,0,0,127,4,2,0,476,2,CaTiO3std15
0,0,2,0,135,4,4,0,446,0,CaTiO3std15
1,0,0,0,137,2,2,0,436,2,CaTiO3std15
0,0,0,0,111,2,2,0,443,0,CaTiO3std15
0,0,0,0,131,0,4,0,447,0,CaTiO3std15
0,2,0,0,154,2,4,0,481,0,CaTiO3std15
0,0,0,0,142,3,2,0,472,0,CaTiO3std15
0,2,0,2,131,0,2,0,446,1,CaTiO3std15
0,0,0,0,141,3,3,0,458,0,CaTiO3std15
0,0,0,0,146,3,3,0,450,0,CaTiO3std15
0,0,0,0,139,5,6,0,438,0,CaTiO3std15
0,0,2,0,144,3,2,0,475,0,CaTiO3std15
0,0,0,0,138,2,3,0,459,2,CaTiO3std15
0,0,0,0,127,5,0,0,481,1,CaTiO3std15
0,0,0,2,127,3,3,0,472,0,CaTiO3std15
0,0,0,0,125,4,3,0,472,0,CaTiO3std15
0,0,2,0,138,2,3,0,474,0,CaTiO3std15
0,0,0,0,140,2,6,0,438,1,CaTiO3std15
0,0,2,2,156,5,2,0,472,0,CaTiO3std15
0,2,0,0,149,4,3,0,444,1,CaTiO3std15
0,0,0,0,133,4,3,0,459,2,CaTiO3std15
0,0,0,0,143,0,6,0,435,0,CaTiO3std15
0,2,0,0,143,6,2,0,442,0,CaTiO3std15
0,0,3,0,141,0,4,0,456,0,CaTiO3std15
0,0,0,0,119,5,2,0,450,0,CaTiO3std15
0,0,0,0,119,0,4,0,459,0,CaTiO3std15
1,0,2,0,134,8,3,0,421,0,CaTiO3std15
0,2,0,0,131,3,3,0,478,1,CaTiO3std15
0,0,0,0,131,4,3,0,444,0,CaTiO3std15
0,0,0,0,141,3,2,0,491,0,CaTiO3std15
0,2,2,0,144,5,4,0,455,0,CaTiO3std15
1,0,0,0,127,3,3,0,496,0,CaTiO3std15
0,0,0,0,129,3,8,0,452,1,CaTiO3std15
1,0,0,0,130,4,6,0,468,1,CaTiO3std15
3,0,2,0,122,10,2,0,490,1,CaTiO3std15
0,0,0,0,122,9,3,0,483,2,CaTiO3std15
0,0,0,3,123,5,2,0,476,1,CaTiO3std15
0,2,2,0,117,4,3,0,455,1,CaTiO3std15
0,0,0,0,132,3,0,0,481,0,CaTiO3std15
0,0,0,0,134,6,2,0,433,0,CaTiO3std15
0,3,0,4,125,2,2,0,471,0,CaTiO3std15
0,0,0,0,138,4,2,0,449,0,CaTiO3std15
0,0,0,0,135,5,5,0,463,1,CaTiO3std15
0,2,0,0,139,2,2,0,436,0,CaTiO3std15
0,0,2,0,122,0,2,0,433,0,CaTiO3std15
0,0,0,0,125,0,5,0,465,0,CaTiO3std15
0,0,0,0,119,3,0,0,421,0,CaTiO3std15
0,0,0,0,137,4,6,0,443,2,CaTiO3std15
1,0,0,0,148,6,4,0,435,0,CaTiO3std15
2,0,0,2,146,4,4,0,468,1,CaTiO3std15
0,0,0,0,142,4,3,0,459,0,CaTiO3std15
0,0,0,0,149,5,4,0,459,2,CaTiO3std15
0,0,0,2,148,5,5,0,503,3,CaTiO3std15
0,0,0,0,139,2,3,0,504,0,CaTiO3std15
0,0,0,0,143,2,2,0,481,3,CaTiO3std15
0,0,0,0,136,11,4,0,487,0,CaTiO3std15
0,0,2,0,151,5,7,0,452,1,CaTiO3std15
0,0,0,0,124,4,2,0,485,0,CaTiO3std15
1,0,0,0,133,2,8,0,454,0,CaTiO3std15
0,0,0,0,131,3,7,0,434,1,CaTiO3std15
0,0,0,2,141,6,3,0,474,0,CaTiO3std15
0,2,0,2,132,3,3,0,457,0,CaTiO3std15
1,0,0,0,156,0,6,0,455,2,CaTiO3std15
0,0,0,0,156,3,8,0,468,1,CaTiO3std15
0,0,0,2,134,3,0,0,451,0,CaTiO3std15
1,0,0,0,133,5,7,0,445,0,CaTiO3std15
0,0,0,0,131,4,3,0,471,0,CaTiO3std15
0,2,2,2,142,5,4,0,469,0,CaTiO3std15
3,2,0,0,142,5,4,0,450,1,CaTiO3std15
0,0,0,0,154,10,0,0,478,0,CaTiO3std15
0,0,2,2,164,6,0,0,431,0,CaTiO3std15
0,0,0,0,127,4,3,0,451,0,CaTiO3std15
0,0,2,0,148,6,5,0,463,0,CaTiO3std15
0,0,0,0,150,6,3,0,450,1,CaTiO3std15
0,2,0,0,117,0,0,0,431,0,CaTiO3std15
0,0,0,0,123,6,2,0,458,0,CaTiO3std15
0,0,0,0,134,5,3,0,458,1,CaTiO3std15
0,0,0,0,138,4,0,0,452,1,CaTiO3std15
0,0,2,0,116,3,3,0,475,1,CaTiO3std15
0,0,0,0,140,3,3,0,457,0,CaTiO3std15
0,3,0,0,139,3,10,0,452,0,CaTiO3std15
0,0,3,0,143,4,2,0,472,0,CaTiO3std15
0,2,2,0,151,4,4,0,448,0,CaTiO3std15
1,0,0,0,135,3,5,2,467,0,CaTiO3std15
0,0,0,0,121,3,5,0,452,0,CaTiO3std15
0,0,0,0,147,5,2,0,465,0,CaTiO3std15
0,2,4,0,148,4,5,0,462,0,CaTiO3std15
0,0,3,0,124,4,5,0,500,1,CaTiO3std15
0,0,0,0,158,2,5,0,441,0,CaTiO3std15
0,2,0,0,157,5,6,0,469,0,CaTiO3std15
0,0,0,2,131,4,2,0,464,0,CaTiO3std15
0,0,0,0,149,0,8,0,450,0,CaTiO3std15
0,0,0,0,136,3,9,0,472,0,CaTiO3std15
0,0,0,2,125,5,0,0,481,0,CaTiO3std15
0,3,2,0,125,2,6,0,459,2,CaTiO3std15
1,3,3,0,139,2,4,0,454,0,CaTiO3std15
0,0,0,2,130,6,5,0,421,1,CaTiO3std15
0,0,0,0,117,4,2,0,447,0,CaTiO3std15
1,2,0,0,137,2,2,0,444,2,CaTiO3std15
0,4,0,0,151,4,9,0,474,0,CaTiO3std15
0,0,0,0,133,3,3,0,467,0,CaTiO3std15
0,0,0,0,154,2,0,0,467,0,CaTiO3std15
0,0,0,0,132,0,4,0,474,0,CaTiO3std15
0,0,2,2,138,5,4,0,412,0,CaTiO3std15
0,0,0,0,119,5,5,0,451,1,CaTiO3std15
0,0,0,0,125,4,5,0,435,2,CaTiO3std15
0,0,0,0,119,4,2,0,478,3,CaTiO3std15
2,0,0,0,135,3,7,0,471,0,CaTiO3std15
0,0,0,0,138,0,6,0,447,0,CaTiO3std15
0,0,0,0,132,4,4,0,458,0,CaTiO3std15
1,2,0,2,121,0,5,0,447,0,CaTiO3std15
0,2,3,0,147,5,3,0,480,0,CaTiO3std15
0,0,0,0,138,7,2,0,462,2,CaTiO3std15
0,0,0,0,129,6,3,0,474,1,CaTiO3std15
0,0,0,0,140,5,3,0,483,0,CaTiO3std15
0,3,0,0,148,0,7,0,443,1,CaTiO3std15
0,0,0,0,149,2,5,0,440,2,CaTiO3std15
0,0,0,0,121,2,4,0,458,0,CaTiO3std15
2,0,0,0,140,4,0,0,459,2,CaTiO3std15
0,3,2,0,138,4,4,0,478,2,CaTiO3std15
0,0,2,0,145,4,2,0,435,1,CaTiO3std15
0,3,0,0,119,6,2,0,476,1,CaTiO3std15
0,0,0,4,143,2,3,0,481,2,CaTiO3std15
1,0,0,0,133,8,6,0,506,0,CaTiO3std15
1,2,0,0,152,4,5,0,446,1,CaTiO3std15
0,0,2,0,138,4,4,0,469,0,CaTiO3std15
0,0,2,0,131,6,4,0,468,1,CaTiO3std15
0,2,2,0,135,4,5,0,476,1,CaTiO3std15
0,0,0,0,129,3,2,0,467,0,CaTiO3std15
0,0,0,0,154,6,5,0,465,0,CaTiO3std15
0,0,0,0,166,2,3,0,451,0,CaTiO3std15
0,4,0,0,130,7,6,0,446,0,CaTiO3std15
0,0,0,0,151,4,4,0,478,0,CaTiO3std15
0,0,0,0,151,3,5,0,446,1,CaTiO3std15
0,0,0,0,151,5,3,0,445,3,CaTiO3std15
0,0,0,0,127,8,4,0,428,1,CaTiO3std15
1,0,0,0,127,3,3,0,469,3,CaTiO3std15
0,0,2,0,143,5,3,0,427,1,CaTiO3std15
0,0,0,0,135,5,5,0,465,0,CaTiO3std15
1,0,0,0,163,4,3,0,414,0,CaTiO3std15
0,0,0,0,152,4,0,0,501,2,CaTiO3std15
0,0,0,0,134,3,2,0,494,1,CaTiO3std15
0,0,0,0,150,4,5,0,478,0,CaTiO3std15
1,0,0,0,149,5,3,0,454,2,CaTiO3std15
1,2,0,0,138,3,2,0,464,1,CaTiO3std15
0,0,0,0,135,2,2,0,425,0,CaTiO3std15
0,0,2,0,119,6,0,0,454,0,CaTiO3std15
0,2,0,0,130,3,4,0,464,1,CaTiO3std15
0,0,0,0,141,6,6,0,489,0,CaTiO3std15
0,0,0,0,147,5,4,0,462,0,CaTiO3std15
0,0,2,0,140,6,3,0,448,0,CaTiO3std15
0,0,0,0,129,4,3,0,476,0,CaTiO3std15
0,0,0,0,132,2,4,0,471,0,CaTiO3std15
0,0,0,2,131,4,3,0,468,1,CaTiO3std15
0,0,2,2,150,5,2,0,447,1,CaTiO3std15
0,2,0,0,143,0,5,0,474,0,CaTiO3std15
1,0,0,0,136,5,3,0,464,1,CaTiO3std15
1,0,0,0,140,4,2,0,461,2,CaTiO3std15
0,2,0,0,129,7,8,0,419,0,CaTiO3std15
0,0,0,0,129,2,4,0,441,0,CaTiO3std15
0,0,0,3,143,3,2,0,459,1,CaTiO3std15
0,3,0,0,121,12,8,0,469,0,CaTiO3std15
0,0,2,0,137,6,0,2,447,0,CaTiO3std15
0,0,0,0,147,6,3,0,483,0,CaTiO3std15
0,0,0,0,158,5,0,0,439,0,CaTiO3std15
0,3,0,2,135,7,0,0,462,0,CaTiO3std15
0,0,0,2,138,2,2,0,486,0,CaTiO3std15
0,2,0,2,147,7,3,0,486,0,CaTiO3std15
0,0,0,0,145,6,8,0,431,2,CaTiO3std15
0,0,0,0,139,3,0,0,439,2,CaTiO3std15
0,2,0,2,140,4,2,0,481,0,CaTiO3std15
0,0,0,0,127,7,2,0,468,2,CaTiO3std15
0,0,2,0,132,9,5,0,447,2,CaTiO3std15
0,0,2,0,127,6,5,0,491,0,CaTiO3std15
0,0,3,0,141,3,2,0,457,0,CaTiO3std15
0,3,0,0,152,5,2,0,459,0,CaTiO3std15
0,0,0,0,142,6,5,0,428,1,CaTiO3std15
0,0,0,0,142,5,5,0,471,2,CaTiO3std15
0,0,0,0,132,7,2,0,452,3,CaTiO3std15
0,2,0,0,118,2,2,0,446,0,CaTiO3std15
1,0,0,0,134,2,3,0,486,0,CaTiO3std15
0,0,2,0,108,2,4,0,447,0,CaTiO3std15
0,0,0,0,142,6,2,0,496,0,CaTiO3std15
0,0,0,0,140,2,2,0,427,0,CaTiO3std15
0,2,0,0,127,2,5,0,456,0,CaTiO3std15
2,0,2,2,129,5,2,0,468,0,CaTiO3std15
0,0,0,0,145,6,5,0,472,0,CaTiO3std15
0,0,0,2,125,4,5,0,476,0,CaTiO3std15
1,0,0,0,140,6,0,0,439,0,CaTiO3std15
0,2,0,0,159,0,0,0,454,1,CaTiO3std15
0,0,0,0,125,4,5,0,455,0,CaTiO3std15
0,2,0,0,138,4,0,0,472,2,CaTiO3std15
0,0,0,0,145,2,3,0,454,0,CaTiO3std15
0,0,0,2,125,3,5,0,452,0,CaTiO3std15
0,0,2,0,129,4,3,0,471,0,CaTiO3std15
0,0,2,3,116,2,6,0,455,0,CaTiO3std15
0,0,2,0,147,4,5,0,441,0,CaTiO3std15
0,0,3,0,130,3,3,0,480,0,CaTiO3std15
0,0,0,0,130,3,5,0,454,0,CaTiO3std15
0,0,0,0,130,9,2,0,493,0,CaTiO3std15
0,0,0,0,159,3,3,0,476,0,CaTiO3std15
0,0,0,0,149,3,0,0,443,1,CaTiO3std15
0,0,0,0,134,6,3,0,463,1,CaTiO3std15
0,0,0,0,123,3,5,0,480,2,CaTiO3std15
1,2,0,0,152,7,2,0,486,0,CaTiO3std15
0,0,0,0,141,3,0,0,469,0,CaTiO3std15
0,0,0,0,139,5,8,0,490,0,CaTiO3std15
0,0,0,2,140,5,0,0,454,0,CaTiO3std15
0,3,0,0,127,5,5,0,478,0,CaTiO3std15
1,0,0,0,151,4,3,0,463,1,CaTiO3std15
0,2,0,0,137,5,4,0,440,0,CaTiO3std15
0,0,0,0,122,6,0,0,436,0,CaTiO3std15
1,0,0,0,135,0,0,0,449,1,CaTiO3std15
0,0,0,2,125,4,2,0,474,0,CaTiO3std15
1,0,0,0,147,6,5,2,472,0,CaTiO3std15
0,3,0,0,127,5,4,0,426,1,CaTiO3std15
0,0,0,0,135,3,3,0,494,2,CaTiO3std15
1,2,2,0,136,0,3,0,464,0,CaTiO3std15
0,0,0,0,155,2,6,0,449,0,CaTiO3std15
1,0,0,0,139,8,3,0,446,0,CaTiO3std15
0,0,3,0,112,6,6,0,443,1,CaTiO3std15
0,0,2,0,139,5,3,0,476,0,CaTiO3std15
0,0,0,0,138,3,2,0,461,1,CaTiO3std15
0,0,0,0,121,5,0,0,449,0,CaTiO3std15
1,3,0,0,138,3,7,0,443,0,CaTiO3std15
0,0,0,0,138,5,0,0,444,0,CaTiO3std15
2,0,0,0,139,3,0,0,474,0,CaTiO3std15
0,3,0,0,134,3,3,0,437,1,CaTiO3std15
0,0,0,0,153,5,3,0,472,1,CaTiO3std15
1,2,0,3,135,5,6,0,476,0,CaTiO3std15
0,0,0,0,146,6,7,0,452,1,CaTiO3std15
0,0,0,0,132,6,8,0,457,0,CaTiO3std15
0,0,0,2,119,7,3,0,440,1,CaTiO3std15
0,0,3,0,144,6,3,0,468,0,CaTiO3std15
0,0,0,0,119,0,2,0,490,0,CaTiO3std15
0,0,0,0,140,4,2,0,463,0,CaTiO3std15
0,0,0,0,125,2,4,0,456,1,CaTiO3std15
1,0,0,3,127,3,3,0,455,0,CaTiO3std15
0,0,3,3,118,7,4,0,508,0,CaTiO3std15
0,0,0,0,146,4,6,0,510,0,CaTiO3std15
0,0,0,0,149,5,5,0,472,0,CaTiO3std15
0,0,0,4,119,6,6,0,457,0,CaTiO3std15
0,0,2,0,123,2,0,0,481,0,CaTiO3std15
0,0,0,0,132,5,9,0,478,0,CaTiO3std15
1,0,0,0,124,2,0,0,463,1,CaTiO3std15
0,2,2,0,147,3,2,0,455,0,CaTiO3std15
0,0,0,0,142,3,3,0,443,0,CaTiO3std15
0,0,0,0,152,2,3,0,461,2,CaTiO3std15
0,0,2,0,111,2,0,0,485,0,CaTiO3std15
0,0,0,0,141,4,0,0,463,0,CaTiO3std15
1,0,0,0,129,5,6,0,468,0,CaTiO3std15
0,0,0,2,118,2,2,0,451,2,CaTiO3std15
0,0,0,0,125,2,3,0,474,0,CaTiO3std15
0,0,2,0,148,4,4,0,486,0,CaTiO3std15
0,0,2,0,147,6,8,0,459,0,CaTiO3std15
0,0,3,0,129,2,3,0,472,0,CaTiO3std15
0,2,0,0,125,2,10,0,455,2,CaTiO3std15
1,0,0,0,149,4,2,0,493,1,CaTiO3std15
0,0,0,0,140,4,0,0,459,2,CaTiO3std15
0,0,0,2,146,4,4,0,461,0,CaTiO3std15
0,0,2,0,125,5,4,0,442,0,CaTiO3std15
0,0,0,0,140,3,0,0,488,0,CaTiO3std15
1,0,0,0,153,4,0,0,465,0,CaTiO3std15
0,0,0,0,145,4,4,0,462,1,CaTiO3std15
2,2,0,0,143,0,0,0,493,0,CaTiO3std15
0,0,0,2,131,4,2,0,446,0,CaTiO3std15
0,2,0,2,134,2,3,0,446,0,CaTiO3std15
0,3,0,0,129,3,2,0,476,0,CaTiO3std15
0,0,0,2,127,0,4,0,457,0,CaTiO3std15
0,0,0,0,132,5,4,0,459,0,CaTiO3std15
0,0,3,0,119,4,0,0,459,0,CaTiO3std15
0,0,0,0,136,3,5,0,467,1,CaTiO3std15
0,0,0,2,139,2,0,0,440,0,CaTiO3std15
0,0,0,0,132,7,0,0,476,1,CaTiO3std15
1,3,0,0,144,2,0,0,465,0,CaTiO3std15
0,2,0,0,147,3,0,0,478,3,CaTiO3std15
1,0,0,0,131,5,7,0,449,0,CaTiO3std15
0,0,2,0,133,3,3,0,444,0,CaTiO3std15
0,2,0,0,138,0,3,0,488,0,CaTiO3std15
1,0,0,2,138,0,4,0,445,0,CaTiO3std15
0,0,0,0,136,0,2,0,462,0,CaTiO3std15
1,2,0,0,116,5,0,0,455,2,CaTiO3std15
0,0,0,0,154,6,3,0,494,0,CaTiO3std15
0,0,0,0,119,2,2,0,462,0,CaTiO3std15
1,2,0,0,122,2,4,0,480,2,CaTiO3std15
0,0,0,0,133,4,3,0,505,0,CaTiO3std15
1,2,0,0,153,0,7,0,434,0,CaTiO3std15
1,0,0,0,132,5,3,0,440,1,CaTiO3std15
2,0,0,0,148,7,5,0,457,0,CaTiO3std15
0,2,0,0,124,3,7,0,457,1,CaTiO3std15
0,2,3,0,125,5,0,0,463,0,CaTiO3std15
0,0,0,0,157,4,3,0,456,1,CaTiO3std15
0,2,0,0,119,3,3,0,483,1,CaTiO3std15
4,2,2,0,125,3,4,0,452,1,CaTiO3std15
0,2,0,0,150,5,4,0,469,1,CaTiO3std15
0,0,2,0,134,3,6,0,483,0,CaTiO3std15
0,2,0,0,137,5,6,0,452,1,CaTiO3std15
0,0,0,0,156,2,7,0,474,0,CaTiO3std15
1,0,0,0,147,8,3,0,451,0,CaTiO3std15
0,0,0,0,157,4,4,0,459,0,CaTiO3std15
0,0,0,0,125,7,0,0,468,0,CaTiO3std15
0,0,0,0,137,3,2,0,456,0,CaTiO3std15
0,0,0,0,135,2,3,0,472,0,CaTiO3std15
0,0,0,0,124,2,5,0,464,0,CaTiO3std15
0,3,0,0,140,2,8,0,476,0,CaTiO3std15
0,4,0,0,139,2,0,0,458,0,CaTiO3std15
0,0,0,0,143,4,8,0,456,0,CaTiO3std15
1,0,0,0,134,4,0,0,467,0,CaTiO3std15
1,0,0,0,124,5,7,0,479,0,CaTiO3std15
0,3,0,0,116,3,4,0,484,3,CaTiO3std15
0,0,0,0,150,2,4,0,458,0,CaTiO3std15
0,0,0,0,143,3,3,0,455,0,CaTiO3std15
0,0,0,3,140,3,2,0,462,0,CaTiO3std15
0,0,0,0,148,4,3,0,455,0,CaTiO3std15
0,0,0,0,131,0,3,0,447,0,CaTiO3std15
0,0,3,0,135,6,4,0,478,1,CaTiO3std15
0,0,0,0,114,5,3,0,447,0,CaTiO3std15
0,0,0,0,130,5,9,0,452,2,CaTiO3std15
0,0,0,0,133,3,3,0,476,0,CaTiO3std15
0,0,2,0,140,4,3,0,464,0,CaTiO3std15
1,3,0,0,139,10,0,0,490,0,CaTiO3std15
0,0,0,2,127,6,3,0,449,0,CaTiO3std15
0,0,0,0,170,5,2,0,468,1,CaTiO3std15
0,0,0,0,139,3,4,0,502,0,CaTiO3std15
1,0,2,0,123,4,4,0,474,0,CaTiO3std15
0,0,0,0,118,5,2,0,469,0,CaTiO3std15
0,3,0,0,123,4,4,0,475,3,CaTiO3std15
0,0,0,0,144,4,4,0,486,0,CaTiO3std15
1,0,0,2,111,4,6,0,451,0,CaTiO3std15
0,0,0,0,121,5,0,0,468,1,CaTiO3std15
0,0,0,0,149,5,2,0,452,0,CaTiO3std15
0,2,0,0,158,7,2,0,436,0,CaTiO3std15
0,2,0,0,140,7,6,0,500,1,CaTiO3std15
0,0,0,0,141,5,0,0,464,1,CaTiO3std15
0,0,3,0,117,3,2,0,458,2,CaTiO3std15
0,0,0,0,133,9,5,0,432,0,CaTiO3std15
0,0,0,0,129,0,2,0,464,2,CaTiO3std15
0,2,0,2,133,4,4,0,451,0,CaTiO3std15
0,0,0,2,134,2,5,0,441,0,CaTiO3std15
0,0,0,0,104,0,0,0,459,0,CaTiO3std15
0,2,3,0,122,3,5,0,456,0,CaTiO3std15
1,0,0,0,143,8,5,0,456,0,CaTiO3std15
0,0,0,0,137,3,7,0,437,1,CaTiO3std15
0,0,3,0,121,3,0,0,457,0,CaTiO3std15
0,0,0,3,130,3,0,0,447,1,CaTiO3std15
0,4,0,0,127,3,6,0,478,1,CaTiO3std15
2,0,2,0,135,2,3,0,462,1,CaTiO3std15
0,0,2,4,155,5,7,0,459,0,CaTiO3std15
0,2,0,0,121,5,2,0,478,1,CaTiO3std15
0,0,0,0,144,0,4,0,452,1,CaTiO3std15
0,0,0,0,141,4,4,0,452,0,CaTiO3std15
0,0,0,0,121,4,2,2,439,0,CaTiO3std15
0,0,0,0,142,0,9,0,438,0,CaTiO3std15
0,0,0,0,136,0,3,0,454,1,CaTiO3std15
0,0,0,4,122,4,0,0,491,0,CaTiO3std15
0,0,2,0,132,8,5,0,463,0,CaTiO3std15
0,0,0,2,134,8,5,0,449,3,CaTiO3std15
0,0,0,0,148,4,7,0,457,0,CaTiO3std15
0,0,0,0,119,3,7,0,463,4,CaTiO3std15
0,0,0,0,137,2,2,0,445,1,CaTiO3std15
0,0,0,0,125,4,3,0,472,0,CaTiO3std15
0,0,0,2,124,7,2,0,492,2,CaTiO3std15
0,0,0,0,139,3,2,0,465,0,CaTiO3std15
0,0,0,0,139,0,3,0,459,0,CaTiO3std15
0,0,0,0,123,4,6,0,454,0,CaTiO3std15
1,0,0,0,130,7,10,0,462,0,CaTiO3std15
0,0,3,2,115,3,2,0,468,0,CaTiO3std15
2,0,0,0,137,0,2,0,468,1,CaTiO3std15
0,0,4,0,127,6,3,0,456,0,CaTiO3std15
0,2,0,0,153,8,7,0,464,0,CaTiO3std15
0,0,0,0,134,0,3,0,472,3,CaTiO3std15
1,0,0,0,141,3,7,0,471,0,CaTiO3std15
0,0,0,0,141,5,6,0,462,0,CaTiO3std15
0,0,0,0,146,3,7,0,450,2,CaTiO3std15
1,0,0,0,150,4,2,0,488,0,CaTiO3std15
0,3,0,0,119,5,8,0,478,1,CaTiO3std15
0,0,0,0,131,2,4,0,479,0,CaTiO3std15
2,2,0,0,158,5,5,0,476,1,CaTiO3std15
1,0,0,0,139,5,5,0,476,1,CaTiO3std15
0,0,0,0,127,4,4,0,433,0,CaTiO3std15
0,0,0,0,148,4,3,0,437,0,CaTiO3std15
0,0,0,0,125,4,6,0,443,0,CaTiO3std15
0,0,0,2,118,2,5,0,442,0,CaTiO3std15
0,0,0,0,124,4,3,0,486,0,CaTiO3std15
0,0,0,0,132,5,9,0,452,0,CaTiO3std15
0,0,0,0,140,5,2,0,458,0,CaTiO3std15
0,3,2,2,127,0,6,0,465,1,CaTiO3std15
0,0,0,0,150,7,6,0,412,0,CaTiO3std15
0,2,0,0,132,4,4,0,461,0,CaTiO3std15
0,0,0,0,147,6,3,0,444,0,CaTiO3std15
0,0,3,0,144,0,0,0,475,0,CaTiO3std15
0,0,0,0,149,0,5,0,456,0,CaTiO3std15
0,0,0,0,123,2,4,0,417,0,CaTiO3std15
0,0,0,2,147,4,7,0,452,0,CaTiO3std15
0,0,2,0,124,4,0,0,459,0,CaTiO3std15
0,0,2,0,121,0,5,0,447,1,CaTiO3std15
0,0,0,0,156,4,3,0,533,0,CaTiO3std15
0,0,0,0,133,4,5,0,458,1,CaTiO3std15
0,0,0,0,131,2,4,0,469,0,CaTiO3std15
2,0,0,0,129,2,3,0,484,0,CaTiO3std15
0,0,2,0,110,5,0,0,474,0,CaTiO3std15
0,0,0,0,125,7,5,0,449,0,CaTiO3std15
0,0,0,2,151,3,3,0,479,0,CaTiO3std15
0,0,0,2,127,2,5,0,471,0,CaTiO3std15
0,0,0,0,152,4,2,0,471,1,CaTiO3std15
0,2,0,0,121,4,4,0,485,0,CaTiO3std15
1,3,0,2,133,3,3,0,523,0,CaTiO3std15
0,0,0,0,153,2,3,0,436,0,CaTiO3std15
0,0,0,0,143,5,5,0,463,2,CaTiO3std15
0,2,0,0,162,5,4,0,468,3,CaTiO3std15
2,0,0,0,130,3,4,0,439,0,CaTiO3std15
0,0,0,0,127,3,8,0,461,2,CaTiO3std15
0,0,2,2,140,5,4,0,462,1,CaTiO3std15
0,2,0,0,159,4,5,0,481,0,CaTiO3std15
0,3,0,0,136,6,5,0,480,0,CaTiO3std15
0,0,0,0,139,0,0,0,483,0,CaTiO3std15
0,0,0,0,137,3,4,0,491,2,CaTiO3std15
0,0,0,2,119,5,2,0,437,1,CaTiO3std15
0,0,0,0,142,5,3,0,444,0,CaTiO3std15
0,0,0,2,134,7,0,0,510,1,CaTiO3std15
0,0,0,0,127,0,3,0,485,1,CaTiO3std15
0,0,0,0,139,5,4,0,443,2,CaTiO3std15
1,0,0,0,129,5,11,0,452,3,CaTiO3std15
0,2,0,0,127,3,3,0,461,0,CaTiO3std15
0,2,0,0,131,3,5,0,472,0,CaTiO3std15
0,4,3,0,131,0,5,0,442,0,CaTiO3std15
0,2,0,0,141,0,4,0,437,0,CaTiO3std15
0,0,2,0,138,8,5,0,462,0,CaTiO3std15
0,0,2,0,132,6,5,0,472,1,CaTiO3std15
0,0,0,0,133,0,5,0,512,1,CaTiO3std15
2,0,0,0,143,2,6,0,459,1,CaTiO3std15
0,2,0,0,146,2,5,0,456,0,CaTiO3std15
2,0,0,0,134,2,4,0,457,2,CaTiO3std15
0,0,0,0,135,3,5,0,485,0,CaTiO3std15
0,2,0,0,136,3,0,0,464,0,CaTiO3std15
0,0,3,0,127,5,2,0,459,0,CaTiO3std15
0,0,2,0,127,5,5,0,468,2,CaTiO3std15
0,0,0,0,145,3,7,0,504,0,CaTiO3std15
0,0,0,0,147,3,0,0,456,1,CaTiO3std15
0,0,0,0,133,2,4,0,439,3,CaTiO3std15
0,2,0,0,127,2,3,0,457,1,CaTiO3std15
0,2,0,0,133,2,2,0,487,1,CaTiO3std15
0,0,0,0,145,3,2,0,476,1,CaTiO3std15
0,2,0,0,145,0,2,0,468,0,CaTiO3std15
0,0,0,3,124,2,0,0,426,0,CaTiO3std15
0,0,0,2,160,4,3,0,478,2,CaTiO3std15
0,0,0,0,119,4,3,0,504,0,CaTiO3std15
0,4,0,2,135,3,2,0,458,0,CaTiO3std15
0,2,0,0,152,5,4,0,428,3,CaTiO3std15
0,0,0,0,139,4,3,0,462,1,CaTiO3std15
0,0,0,0,145,7,0,0,478,0,CaTiO3std15
0,2,0,2,151,7,8,0,461,0,CaTiO3std15
1,3,0,0,148,3,4,0,448,1,CaTiO3std15
0,4,0,3,142,4,3,0,463,1,CaTiO3std15
2,0,0,0,141,3,2,0,427,1,CaTiO3std15
0,0,0,0,148,5,5,0,467,0,CaTiO3std15
0,0,0,0,111,6,4,0,440,1,CaTiO3std15
0,0,0,0,138,6,4,0,480,0,CaTiO3std15
0,0,0,0,134,5,5,0,475,0,CaTiO3std15
0,0,0,0,142,0,2,0,462,0,CaTiO3std15
0,0,0,0,112,0,2,0,465,1,CaTiO3std15
0,0,3,0,147,5,5,2,469,0,CaTiO3std15
1,2,0,0,131,5,0,0,459,1,CaTiO3std15
1,0,0,0,150,4,4,0,488,0,CaTiO3std15
1,2,0,0,149,7,5,0,459,0,CaTiO3std15
0,2,2,0,135,4,0,0,437,1,CaTiO3std15
0,2,0,0,141,0,2,0,472,0,CaTiO3std15
