Ca,Fe,Mg,Ni,S,Si,Ti,mineral
0,0,0,197,78,0,4,Millerite
0,0,0,118,67,0,6,Millerite
0,0,0,253,71,2,4,Millerite
1,0,0,173,73,0,0,Millerite
1,0,0,92,69,0,3,Millerite
0,0,0,184,64,0,2,Millerite
0,0,0,275,72,0,0,Millerite
1,0,1,206,64,1,1,Millerite
0,0,0,189,76,0,3,Millerite
0,0,0,129,70,2,5,Millerite
0,0,0,298,76,0,8,Millerite
1,0,0,249,79,0,3,Millerite
0,0,0,219,84,1,7,Millerite
0,0,0,208,75,1,2,Millerite
1,0,0,176,70,0,2,Millerite
0,0,0,188,67,2,5,Millerite
0,0,0,293,95,0,2,Millerite
0,0,0,183,80,1,3,Millerite
0,0,0,225,90,2,4,Millerite
0,0,0,184,78,0,0,Millerite
0,0,0,286,69,1,5,Millerite
0,0,0,155,83,0,8,Millerite
0,0,0,206,70,2,0,Millerite
0,0,0,262,82,1,3,Millerite
1,0,0,248,68,0,4,Millerite
0,0,0,167,79,0,5,Millerite
0,0,0,285,74,0,3,Millerite
0,0,0,102,74,2,4,Millerite
0,0,0,240,69,1,5,Millerite
2,0,0,257,63,0,5,Millerite
0,0,0,141,80,0,5,Millerite
0,1,0,227,60,0,0,Millerite
0,0,0,116,79,0,5,Millerite
1,0,0,246,72,0,1,Millerite
1,0,0,246,59,1,6,Millerite
1,0,0,116,86,1,8,Millerite
0,0,0,174,64,1,4,Millerite
0,0,0,222,69,0,3,Millerite
1,0,0,183,71,0,2,Millerite
0,0,0,148,70,0,5,Millerite
0,0,0,200,69,0,7,Millerite
1,0,0,174,73,1,3,Millerite
1,0,1,197,73,1,2,Millerite
0,0,1,228,92,2,5,Millerite
0,1,0,204,90,1,7,Millerite
0,0,0,157,70,0,5,Millerite
1,1,0,40,78,0,6,Millerite
0,0,0,190,75,1,7,Millerite
0,0,0,195,59,0,3,Millerite
0,0,0,235,62,0,3,Millerite
1,0,0,281,70,0,0,Millerite
2,0,0,203,63,0,3,Millerite
0,0,0,197,78,0,9,Millerite
1,0,0,115,85,0,4,Millerite
0,0,0,133,82,0,6,Millerite
0,0,0,144,77,3,0,Millerite
0,0,0,174,77,1,3,Millerite
0,0,0,75,61,2,0,Millerite
0,0,0,164,88,0,2,Millerite
0,0,0,168,73,0,0,Millerite
0,1,0,285,71,2,0,Millerite
0,0,0,143,61,0,1,Millerite
0,0,0,229,82,0,0,Millerite
0,1,0,290,70,0,6,Millerite
1,0,0,313,79,0,1,Millerite
0,0,0,220,94,1,1,Millerite
0,0,0,197,68,0,3,Millerite
0,0,0,199,76,0,5,Millerite
0,0,0,230,79,1,1,Millerite
0,0,0,218,76,0,3,Millerite
0,0,0,153,67,3,4,Millerite
0,0,0,116,66,0,1,Millerite
0,0,0,172,67,0,4,Millerite
0,0,0,285,77,0,1,Millerite
0,0,0,127,72,0,3,Millerite
1,0,0,241,76,0,1,Millerite
0,1,0,160,64,0,2,Millerite
0,0,0,172,71,0,0,Millerite
0,2,0,171,63,3,6,Millerite
1,0,0,225,66,1,6,Millerite
0,0,0,276,71,1,3,Millerite
0,0,0,220,73,0,2,Millerite
1,1,0,179,69,0,1,Millerite
0,0,0,268,97,1,8,Millerite
0,1,0,180,90,0,2,Millerite
0,0,0,228,76,0,3,Millerite
0,0,0,159,79,0,5,Millerite
0,0,0,257,81,0,7,Millerite
0,0,0,166,76,1,5,Millerite
0,0,0,349,59,0,3,Millerite
0,0,0,167,67,0,3,Millerite
1,1,0,79,79,0,4,Millerite
0,0,0,181,74,0,4,Millerite
2,0,0,200,53,0,0,Millerite
1,0,0,284,86,2,4,Millerite
0,0,0,170,79,1,0,Millerite
0,0,0,137,69,0,6,Millerite
0,0,0,295,82,0,3,Millerite
0,0,0,235,78,1,2,Millerite
0,0,0,237,67,0,4,Millerite
1,0,0,282,69,0,4,Millerite
1,0,0,217,82,1,1,Millerite
0,0,0,112,80,1,5,Millerite
0,0,0,281,67,1,6,Millerite
0,1,0,218,67,0,2,Millerite
0,0,0,270,73,0,1,Millerite
0,0,0,156,73,0,2,Millerite
0,0,0,223,66,1,0,Millerite
0,0,0,208,59,2,4,Millerite
2,0,0,192,79,0,2,Millerite
0,0,0,230,61,2,2,Millerite
0,0,0,192,84,0,8,Millerite
0,0,0,222,74,1,4,Millerite
0,0,0,176,71,0,5,Millerite
0,0,0,157,80,0,0,Millerite
0,0,0,151,69,0,0,Millerite
0,0,0,183,57,2,1,Millerite
0,1,0,275,70,1,3,Millerite
0,2,0,220,73,0,3,Millerite
0,1,0,247,92,0,4,Millerite
0,0,0,150,87,0,1,Millerite
0,0,0,147,68,1,7,Millerite
0,0,0,156,85,0,5,Millerite
1,0,0,172,75,2,2,Millerite
0,0,0,198,61,0,7,Millerite
0,0,0,206,76,0,0,Millerite
0,0,0,200,74,0,5,Millerite
0,0,0,255,69,0,0,Millerite
0,0,0,190,74,0,2,Millerite
1,0,0,181,74,0,4,Millerite
0,0,0,212,72,2,5,Millerite
0,0,0,209,71,0,2,Millerite
0,0,0,174,76,2,4,Millerite
0,0,0,240,83,1,5,Millerite
0,0,0,223,81,2,1,Millerite
1,0,0,232,65,2,5,Millerite
0,0,0,233,66,0,4,Millerite
0,1,0,165,66,0,1,Millerite
0,0,0,150,74,1,7,Millerite
0,0,0,267,77,0,5,Millerite
0,1,0,123,75,2,2,Millerite
0,0,0,233,80,2,3,Millerite
1,0,0,148,84,2,4,Millerite
0,2,0,154,85,2,5,Millerite
0,0,0,241,60,1,3,Millerite
0,0,0,207,61,0,3,Millerite
0,0,0,250,75,0,7,Millerite
1,0,0,96,77,1,0,Millerite
0,0,0,194,84,3,3,Millerite
0,0,0,255,86,0,4,Millerite
0,1,0,248,57,0,2,Millerite
0,0,0,154,63,0,0,Millerite
0,0,0,239,73,1,0,Millerite
0,1,0,270,68,0,7,Millerite
1,1,0,205,70,0,4,Millerite
0,0,0,227,79,0,4,Millerite
0,0,0,280,68,0,5,Millerite
1,0,0,142,74,1,6,Millerite
1,0,0,185,74,2,5,Millerite
0,0,0,203,87,2,1,Millerite
0,1,0,201,77,3,4,Millerite
0,0,0,195,58,2,0,Millerite
0,0,0,171,65,3,1,Millerite
0,1,0,301,89,0,0,Millerite
0,0,0,95,64,1,2,Millerite
0,1,0,199,92,0,6,Millerite
0,0,0,185,87,1,1,Millerite
0,0,0,211,88,1,0,Millerite
0,2,0,206,66,3,3,Millerite
0,0,1,196,85,2,1,Millerite
0,0,0,207,66,0,2,Millerite
1,0,0,230,93,1,4,Millerite
0,0,0,198,66,0,3,Millerite
0,0,0,133,75,0,4,Millerite
0,0,0,184,82,0,5,Millerite
0,0,0,266,78,1,4,Millerite
0,0,0,219,74,0,4,Millerite
0,0,0,157,75,0,4,Millerite
0,0,0,152,74,3,2,Millerite
0,1,0,315,67,0,4,Millerite
0,0,0,223,72,0,5,Millerite
0,0,0,134,74,0,2,Millerite
0,0,0,235,80,0,4,Millerite
0,0,0,164,76,0,7,Millerite
0,0,1,276,69,0,1,Millerite
0,0,0,202,72,0,7,Millerite
0,0,0,120,71,0,0,Millerite
0,0,0,265,77,1,5,Millerite
0,0,0,183,78,1,5,Millerite
1,0,0,241,61,0,5,Millerite
1,0,0,181,69,0,6,Millerite
0,0,0,84,77,1,0,Millerite
0,0,0,222,78,0,5,Millerite
0,0,0,177,61,0,8,Millerite
0,0,0,197,64,0,2,Millerite
0,0,0,242,88,0,5,Millerite
0,0,0,309,70,1,6,Millerite
1,1,0,176,90,1,1,Millerite
0,0,0,292,76,0,1,Millerite
0,0,0,229,91,1,2,Millerite
1,1,0,156,84,3,0,Millerite
1,0,0,161,73,0,4,Millerite
0,0,0,233,69,0,5,Millerite
0,0,0,216,71,0,1,Millerite
0,0,0,161,84,1,3,Millerite
1,0,0,211,65,0,4,Millerite
0,0,0,208,73,1,2,Millerite
1,0,0,218,62,0,3,Millerite
0,0,0,188,82,1,0,Millerite
0,0,0,183,80,0,5,Millerite
0,0,0,181,78,0,2,Millerite
0,1,0,132,79,0,3,Millerite
0,0,0,135,76,2,3,Millerite
0,0,0,152,67,0,3,Millerite
0,0,0,214,71,0,3,Millerite
0,2,0,233,75,1,3,Millerite
0,0,0,214,75,0,4,Millerite
1,0,0,64,70,0,3,Millerite
0,0,0,217,63,0,3,Millerite
0,1,0,196,69,2,4,Millerite
0,0,0,157,79,1,0,Millerite
0,0,0,155,57,0,4,Millerite
0,0,0,189,81,1,3,Millerite
1,0,0,150,78,1,3,Millerite
1,1,0,259,83,0,3,Millerite
0,0,0,178,61,0,3,Millerite
0,0,0,184,79,1,0,Millerite
0,0,1,312,77,0,0,Millerite
0,0,0,286,83,0,6,Millerite
0,0,0,198,72,0,0,Millerite
2,1,0,224,70,0,0,Millerite
0,0,0,175,83,0,1,Millerite
0,0,0,168,64,0,4,Millerite
0,0,0,169,57,1,3,Millerite
0,0,0,226,77,0,5,Millerite
0,0,0,279,79,0,6,Millerite
0,0,0,215,85,0,6,Millerite
0,0,0,121,73,0,4,Millerite
0,0,0,238,63,1,3,Millerite
0,0,0,149,61,1,5,Millerite
1,0,0,251,84,0,6,Millerite
1,0,0,189,79,0,5,Millerite
1,0,0,203,59,0,3,Millerite
0,0,0,205,92,1,1,Millerite
1,0,0,212,73,1,6,Millerite
0,0,0,216,71,1,5,Millerite
1,0,0,182,78,0,1,Millerite
0,0,0,163,70,1,2,Millerite
1,0,0,175,69,1,7,Millerite
1,0,0,247,85,2,4,Millerite
0,0,0,241,56,1,1,Millerite
0,0,0,237,70,1,4,Millerite
1,0,0,244,64,0,5,Millerite
0,1,0,175,69,1,2,Millerite
1,0,0,232,82,0,5,Millerite
0,0,0,202,84,4,3,Millerite
0,0,0,264,60,0,5,Millerite
0,0,0,106,76,0,3,Millerite
0,2,0,219,64,0,3,Millerite
2,0,0,172,88,0,5,Millerite
0,1,0,197,88,1,3,Millerite
0,0,0,236,79,0,0,Millerite
1,0,0,191,78,0,3,Millerite
0,0,0,289,86,0,4,Millerite
1,0,0,204,62,0,3,Millerite
0,0,0,187,74,1,7,Millerite
0,0,1,220,84,0,3,Millerite
0,0,0,247,72,1,5,Millerite
0,0,0,202,70,0,5,Millerite
0,0,0,239,60,0,1,Millerite
0,0,0,245,69,1,2,Millerite
0,0,0,243,70,2,1,Millerite
0,0,0,144,77,0,1,Millerite
0,0,0,146,71,2,4,Millerite
0,0,0,130,70,0,4,Millerite
0,0,0,268,88,0,5,Millerite
0,0,0,191,65,1,1,Millerite
0,0,0,138,50,1,5,Millerite
0,1,0,208,53,2,0,Millerite
0,0,0,155,64,1,8,Millerite
0,0,0,200,89,0,4,Millerite
0,0,0,257,65,0,3,Millerite
0,0,0,241,66,1,7,Millerite
1,1,0,236,79,0,0,Millerite
0,0,1,246,71,2,6,Millerite
0,0,0,265,69,0,3,Millerite
1,0,0,308,92,0,0,Millerite
0,0,0,168,54,0,5,Millerite
0,0,0,131,72,0,5,Millerite
1,0,0,170,75,0,2,Millerite
0,0,0,72,85,1,7,Millerite
0,0,0,163,69,0,1,Millerite
0,1,0,234,67,1,0,Millerite
1,0,0,318,71,0,1,Millerite
0,0,0,263,65,0,5,Millerite
0,0,0,317,75,1,1,Millerite
0,0,0,272,78,0,1,Millerite
0,0,0,140,73,1,8,Millerite
0,0,0,327,71,0,3,Millerite
0,2,0,201,64,2,2,Millerite
0,0,0,156,75,0,2,Millerite
0,0,0,182,72,1,4,Millerite
1,0,0,200,78,0,5,Millerite
0,0,0,197,68,0,1,Millerite
0,0,0,153,71,0,2,Millerite
0,0,0,195,77,2,0,Millerite
0,0,0,177,78,0,3,Millerite
0,0,0,109,62,0,3,Millerite
0,0,0,154,62,2,6,Millerite
0,0,0,232,70,0,3,Millerite
2,0,0,230,39,0,4,Millerite
0,0,0,288,77,2,2,Millerite
0,0,0,200,79,1,3,Millerite
0,0,0,245,86,0,4,Millerite
0,0,0,214,93,1,2,Millerite
0,0,0,65,65,1,1,Millerite
0,0,1,196,52,1,4,Millerite
0,0,0,128,83,1,6,Millerite
0,1,0,203,71,3,1,Millerite
0,0,0,120,74,2,6,Millerite
1,0,0,264,63,0,5,Millerite
0,3,1,132,72,0,2,Millerite
0,1,0,134,67,0,0,Millerite
1,1,0,220,64,1,0,Millerite
0,0,0,119,65,1,5,Millerite
2,0,0,136,74,1,2,Millerite
0,0,0,211,94,3,4,Millerite
0,0,0,96,80,0,0,Millerite
0,0,0,146,54,0,6,Millerite
0,0,0,185,61,0,6,Millerite
0,0,0,131,79,3,2,Millerite
0,0,0,252,61,0,8,Millerite
0,0,0,215,70,0,2,Millerite
0,0,0,92,69,1,7,Millerite
0,0,0,206,85,0,1,Millerite
2,0,0,214,78,3,5,Millerite
0,0,0,134,64,0,4,Millerite
0,0,0,197,78,0,5,Millerite
0,0,0,64,75,0,3,Millerite
0,0,0,197,74,0,3,Millerite
2,0,0,138,84,0,3,Millerite
0,0,0,168,75,0,3,Millerite
1,0,0,213,68,1,7,Millerite
1,0,0,97,89,0,2,Millerite
1,0,0,210,68,2,4,Millerite
0,0,0,219,59,1,3,Millerite
0,0,0,119,85,1,3,Millerite
0,0,0,247,79,0,6,Millerite
0,0,0,142,71,0,11,Millerite
0,0,0,124,64,0,0,Millerite
0,1,0,210,73,1,0,Millerite
0,0,0,257,66,0,4,Millerite
0,0,0,225,60,0,4,Millerite
0,0,0,198,76,0,7,Millerite
0,0,0,228,80,0,5,Millerite
0,1,0,150,68,0,2,Millerite
0,2,0,206,81,0,5,Millerite
0,0,0,275,84,0,5,Millerite
1,2,0,196,84,0,6,Millerite
0,0,0,166,78,0,1,Millerite
0,0,0,203,68,0,3,Millerite
1,0,0,262,73,0,1,Millerite
1,0,0,198,75,0,8,Millerite
0,0,0,184,69,2,4,Millerite
0,2,0,161,61,2,1,Millerite
0,0,0,198,71,0,3,Millerite
0,0,0,194,69,0,5,Millerite
0,0,0,213,95,0,4,Millerite
1,0,0,158,80,1,6,Millerite
0,0,0,196,69,0,2,Millerite
0,0,0,132,69,0,2,Millerite
0,1,0,178,81,0,6,Millerite
1,0,1,188,71,0,3,Millerite
0,0,0,243,93,0,0,Millerite
0,0,0,211,61,0,5,Millerite
0,0,0,265,76,1,6,Millerite
0,0,0,140,76,0,0,Millerite
0,0,0,210,64,0,3,Millerite
0,0,0,240,80,2,3,Millerite
0,0,0,284,82,0,4,Millerite
1,0,0,117,76,0,4,Millerite
0,0,0,171,73,0,3,Millerite
0,0,1,121,62,1,5,Millerite
0,0,0,228,77,1,2,Millerite
0,0,0,250,84,1,1,Millerite
0,1,0,319,60,2,6,Millerite
0,0,0,152,74,1,1,Millerite
0,0,0,219,81,0,4,Millerite
0,0,0,263,65,2,1,Millerite
1,0,0,101,79,1,5,Millerite
0,0,0,200,77,0,3,Millerite
0,0,0,154,65,2,6,Millerite
0,1,0,157,85,0,4,Millerite
0,0,0,199,68,0,6,Millerite
0,0,0,227,61,0,3,Millerite
0,0,0,214,62,0,0,Millerite
0,0,0,165,69,0,2,Millerite
1,0,0,288,52,0,6,Millerite
0,0,0,259,87,0,2,Millerite
0,0,0,112,63,1,3,Millerite
0,0,0,201,70,1,0,Millerite
0,0,0,149,71,0,0,Millerite
0,1,0,181,71,2,3,Millerite
0,0,0,210,65,0,6,Millerite
0,0,0,216,68,0,4,Millerite
1,0,0,239,65,0,2,Millerite
0,0,0,206,82,0,1,Millerite
0,0,0,166,74,0,2,Millerite
0,1,0,151,81,0,6,Millerite
0,0,0,131,64,0,2,Millerite
0,0,0,181,62,0,6,Millerite
0,0,0,231,66,0,3,Millerite
1,0,0,190,70,3,6,Millerite
0,0,0,137,73,2,3,Millerite
0,0,0,235,68,0,3,Millerite
0,0,0,295,57,1,0,Millerite
0,0,0,177,64,0,2,Millerite
0,0,0,215,71,0,1,Millerite
0,0,0,239,77,1,4,Millerite
1,0,0,208,70,0,4,Millerite
0,0,0,264,83,1,4,Millerite
0,0,0,188,87,0,1,Millerite
0,0,0,128,71,1,3,Millerite
0,0,0,184,78,0,1,Millerite
0,0,0,171,62,0,0,Millerite
0,0,0,182,80,0,0,Millerite
0,0,0,240,73,0,3,Millerite
1,0,0,225,69,0,6,Millerite
1,0,0,212,82,0,5,Millerite
0,0,0,157,70,0,3,Millerite
0,0,0,327,71,1,9,Millerite
1,0,0,314,62,1,5,Millerite
1,0,0,238,79,0,4,Millerite
0,1,1,147,79,1,2,Millerite
0,0,0,182,77,0,4,Millerite
0,0,0,147,79,0,4,Millerite
1,0,0,286,73,0,0,Millerite
0,0,0,152,78,0,2,Millerite
0,2,0,144,60,0,5,Millerite
0,0,0,164,70,1,4,Millerite
0,0,0,179,88,0,0,Millerite
0,1,0,216,80,2,0,Millerite
0,0,0,176,89,1,2,Millerite
0,0,0,224,78,2,5,Millerite
0,1,0,65,80,0,5,Millerite
0,0,0,224,76,1,3,Millerite
0,0,0,262,75,0,3,Millerite
0,0,0,182,67,1,1,Millerite
0,0,0,181,81,1,5,Millerite
0,0,0,253,81,0,2,Millerite
0,0,0,194,70,2,5,Millerite
0,0,0,199,77,0,1,Millerite
0,0,0,298,78,0,6,Millerite
0,0,0,80,83,2,2,Millerite
0,0,0,211,77,0,3,Millerite
1,0,0,298,72,0,7,Millerite
0,1,0,222,63,1,3,Millerite
0,0,0,189,71,0,1,Millerite
0,1,0,273,74,0,1,Millerite
1,0,0,273,80,0,2,Millerite
0,0,0,163,73,0,3,Millerite
0,0,1,174,70,0,7,Millerite
0,0,0,199,61,0,1,Millerite
0,0,0,219,51,0,6,Millerite
0,0,0,180,57,2,3,Millerite
1,0,0,180,86,0,5,Millerite
0,0,0,142,64,1,5,Millerite
0,0,0,214,80,1,6,Millerite
0,0,0,294,68,1,5,Millerite
0,0,0,224,59,1,3,Millerite
0,0,0,157,68,1,6,Millerite
0,1,0,166,80,2,3,Millerite
0,0,0,152,71,0,6,Millerite
1,0,0,305,82,1,3,Millerite
0,0,0,138,79,1,3,Millerite
0,0,0,181,59,0,2,Millerite
1,0,0,204,79,0,2,Millerite
0,0,0,340,73,0,3,Millerite
0,1,0,183,91,0,0,Millerite
0,0,0,274,62,2,3,Millerite
0,0,0,224,75,2,5,Millerite
0,1,0,44,80,2,8,Millerite
0,0,0,147,78,2,3,Millerite
1,0,0,172,70,2,3,Millerite
0,0,0,172,74,1,5,Millerite
0,3,0,240,75,0,0,Millerite
0,0,0,53,67,2,2,Millerite
1,1,0,189,73,0,6,Millerite
0,0,0,174,69,1,0,Millerite
0,1,0,215,67,3,0,Millerite
0,0,0,243,63,0,6,Millerite
0,0,0,219,83,0,6,Millerite
0,0,0,208,74,0,1,Millerite
0,0,0,215,80,0,3,Millerite
0,0,0,137,53,1,4,Millerite
0,0,0,147,62,1,2,Millerite
0,0,0,243,78,0,5,Millerite
1,0,0,256,81,0,6,Millerite
0,0,0,188,63,0,0,Millerite
2,0,0,268,69,0,5,Millerite
0,1,0,173,73,0,0,Millerite
0,0,0,248,76,1,0,Millerite
0,0,0,218,73,0,1,Millerite
0,0,0,288,73,0,4,Millerite
0,0,0,70,77,0,5,Millerite
1,0,1,147,70,3,6,Millerite
0,0,0,219,74,0,2,Millerite
0,0,1,312,72,0,2,Millerite
0,0,0,233,69,0,3,Millerite
1,0,0,202,69,1,3,Millerite
0,0,0,289,78,3,4,Millerite
1,0,0,121,72,1,5,Millerite
0,0,0,258,68,0,7,Millerite
0,0,0,246,80,0,4,Millerite
0,0,0,182,90,2,3,Millerite
1,0,0,139,76,1,2,Millerite
1,2,0,170,75,0,1,Millerite
0,0,0,213,83,0,1,Millerite
0,0,0,210,91,0,4,Millerite
0,0,0,216,77,0,4,Millerite
0,0,0,191,75,0,5,Millerite
0,0,0,151,80,2,2,Millerite
0,0,0,330,77,0,6,Millerite
1,0,0,230,77,1,3,Millerite
0,1,0,178,72,1,5,Millerite
0,0,0,193,52,0,5,Millerite
0,1,0,192,86,0,4,Millerite
0,2,0,127,68,1,4,Millerite
0,0,0,159,89,0,3,Millerite
0,0,0,296,91,0,5,Millerite
0,0,0,245,68,1,5,Millerite
0,0,0,168,73,0,2,Millerite
0,0,0,226,74,2,7,Millerite
0,0,0,256,80,1,0,Millerite
0,0,0,130,45,1,6,Millerite
0,0,0,171,70,0,5,Millerite
0,0,0,188,66,1,0,Millerite
0,0,0,213,75,0,4,Millerite
0,0,0,202,62,0,1,Millerite
0,0,0,222,78,0,4,Millerite
0,0,0,260,70,2,8,Millerite
1,0,0,191,67,1,4,Millerite
0,0,0,186,67,0,1,Millerite
1,0,1,151,76,0,3,Millerite
0,0,0,275,75,1,4,Millerite
0,0,0,171,51,3,6,Millerite
0,0,0,277,72,1,5,Millerite
0,1,0,277,77,1,4,Millerite
0,0,0,166,73,3,4,Millerite
0,0,0,145,64,0,0,Millerite
0,0,0,251,77,0,6,Millerite
0,0,0,209,70,0,5,Millerite
0,0,0,221,76,2,5,Millerite
0,0,0,193,81,2,1,Millerite
0,0,0,138,72,1,4,Millerite
0,0,0,155,72,1,5,Millerite
0,0,0,138,78,0,5,Millerite
0,2,0,120,86,0,5,Millerite
0,1,0,293,78,0,5,Millerite
0,0,0,239,69,0,0,Millerite
0,0,0,138,71,1,1,Millerite
0,1,0,145,76,0,2,Millerite
0,1,0,140,85,2,1,Millerite
0,0,0,173,66,1,7,Millerite
0,1,0,184,93,1,1,Millerite
0,0,0,155,81,2,5,Millerite
1,0,0,181,77,0,4,Millerite
0,0,0,169,73,1,3,Millerite
0,1,0,172,67,0,4,Millerite
0,0,0,147,62,2,6,Millerite
0,0,0,297,91,0,6,Millerite
2,0,0,120,83,3,2,Millerite
0,0,0,266,96,0,4,Millerite
0,1,0,199,82,2,2,Millerite
0,0,0,226,65,0,2,Millerite
0,0,0,184,63,0,0,Millerite
0,0,0,251,89,2,2,Millerite
0,0,0,191,62,1,1,Millerite
0,0,0,191,83,1,5,Millerite
0,0,0,110,78,0,3,Millerite
0,0,0,289,75,0,4,Millerite
0,0,0,159,71,0,5,Millerite
0,1,0,212,50,4,4,Millerite
0,0,0,216,61,0,2,Millerite
0,0,0,176,73,1,3,Millerite
1,1,0,190,80,1,5,Millerite
0,1,0,194,66,0,7,Millerite
0,0,0,277,79,0,0,Millerite
0,0,0,133,82,1,3,Millerite
0,0,0,155,76,0,5,Millerite
0,0,0,170,69,0,3,Millerite
0,1,0,231,90,2,3,Millerite
0,0,0,167,71,1,1,Millerite
0,0,0,197,65,0,8,Millerite
0,1,0,168,74,0,1,Millerite
1,0,0,220,88,3,3,Millerite
1,0,0,208,76,1,2,Millerite
0,2,0,177,77,0,8,Millerite
0,0,0,177,72,0,4,Millerite
0,1,0,169,75,1,3,Millerite
0,1,0,261,73,0,4,Millerite
0,1,0,229,84,0,4,Millerite
0,0,0,156,79,0,2,Millerite
0,0,0,177,77,1,4,Millerite
0,0,0,203,81,3,4,Millerite
0,0,0,143,82,0,0,Millerite
0,0,0,246,68,2,4,Millerite
2,0,0,131,69,3,2,Millerite
0,0,0,202,69,1,4,Millerite
0,0,0,207,84,0,0,Millerite
0,0,0,211,68,2,5,Millerite
2,0,0,117,69,2,3,Millerite
0,1,0,183,70,1,3,Millerite
0,2,0,245,85,0,4,Millerite
0,0,0,174,100,0,3,Millerite
0,0,0,185,72,0,4,Millerite
0,0,0,206,59,0,3,Millerite
0,0,0,196,74,1,6,Millerite
1,0,0,179,81,0,0,Millerite
0,0,0,143,71,2,2,Millerite
0,0,0,229,87,0,3,Millerite
0,0,0,196,84,0,4,Millerite
0,0,0,171,64,0,6,Millerite
0,0,0,155,82,0,2,Millerite
1,0,0,160,72,2,4,Millerite
0,0,0,74,73,0,5,Millerite
0,0,0,168,83,0,6,Millerite
1,0,0,147,73,4,5,Millerite
0,0,0,199,83,0,6,Millerite
0,0,0,220,77,0,3,Millerite
1,0,0,327,65,2,3,Millerite
0,1,0,191,66,2,4,Millerite
0,1,0,201,88,1,0,Millerite
0,0,0,248,85,0,5,Millerite
0,0,0,104,78,0,2,Millerite
0,0,0,142,62,0,5,Millerite
0,0,0,153,80,0,7,Millerite
0,0,0,241,77,0,7,Millerite
0,0,0,271,61,0,6,Millerite
0,0,0,260,71,0,6,Millerite
0,0,0,149,83,0,1,Millerite
1,0,0,182,78,1,1,Millerite
0,0,0,215,89,1,2,Millerite
0,2,0,241,66,2,8,Millerite
0,1,0,157,69,0,6,Millerite
0,0,0,201,65,2,5,Millerite
1,0,0,82,61,0,3,Millerite
0,0,0,261,72,1,2,Millerite
0,0,0,201,75,2,5,Millerite
0,1,0,228,84,2,2,Millerite
0,0,0,178,72,1,4,Millerite
1,1,0,202,73,1,2,Millerite
0,0,0,260,88,3,7,Millerite
0,0,0,187,74,2,5,Millerite
1,0,0,245,87,0,3,Millerite
1,0,0,126,81,3,4,Millerite
0,0,0,149,75,0,0,Millerite
0,0,0,299,62,0,4,Millerite
0,0,0,181,77,0,2,Millerite
0,0,0,183,73,3,3,Millerite
0,0,0,213,73,0,5,Millerite
0,0,0,198,67,1,0,Millerite
0,0,0,240,62,0,4,Millerite
0,0,0,279,65,2,3,Millerite
0,1,0,183,57,2,5,Millerite
0,0,0,145,76,0,1,Millerite
1,0,0,245,87,2,3,Millerite
0,0,0,202,78,0,6,Millerite
0,1,0,163,86,0,5,Millerite
0,0,0,207,61,0,0,Millerite
0,0,0,152,74,0,3,Millerite
0,0,0,125,62,0,6,Millerite
1,0,0,328,55,3,3,Millerite
0,0,0,244,70,1,4,Millerite
1,0,0,198,85,2,3,Millerite
0,0,0,247,91,1,5,Millerite
0,0,0,240,83,0,3,Millerite
0,0,0,152,88,0,4,Millerite
0,1,0,247,70,1,0,Millerite
0,0,0,137,79,3,3,Millerite
0,0,0,115,69,0,4,Millerite
1,0,0,134,84,0,3,Millerite
0,0,0,241,63,1,5,Millerite
0,0,0,186,67,1,2,Millerite
0,0,0,174,55,0,2,Millerite
0,0,0,194,68,0,3,Millerite
0,1,0,234,79,0,3,Millerite
0,0,0,245,81,0,1,Millerite
0,0,0,180,57,0,3,Millerite
1,0,0,199,77,1,5,Millerite
0,2,0,211,82,0,3,Millerite
0,0,0,198,80,0,0,Millerite
0,0,0,238,68,0,4,Millerite
0,1,0,119,60,0,2,Millerite
0,0,0,215,77,1,0,Millerite
0,0,0,256,69,1,2,Millerite
0,0,0,168,84,2,2,Millerite
1,1,0,99,71,0,2,Millerite
0,0,0,212,61,0,3,Millerite
0,0,0,170,78,0,7,Millerite
0,0,0,218,73,0,6,Millerite
1,0,0,176,75,2,1,Millerite
0,0,0,206,76,2,0,Millerite
0,0,0,177,76,2,6,Millerite
0,0,0,210,73,3,4,Millerite
0,0,0,155,71,0,4,Millerite
0,0,0,155,66,0,3,Millerite
0,0,0,229,70,0,2,Millerite
0,0,0,232,76,0,4,Millerite
0,0,0,174,85,0,4,Millerite
0,1,0,196,62,1,6,Millerite
0,0,0,262,75,1,8,Millerite
0,0,0,246,72,0,3,Millerite
0,0,0,116,79,0,1,Millerite
0,2,0,138,95,1,3,Millerite
0,0,0,197,90,3,7,Millerite
0,0,1,174,71,1,1,Millerite
0,0,0,148,75,3,2,Millerite
0,0,0,273,74,0,2,Millerite
0,0,0,236,73,1,6,Millerite
0,0,0,125,74,1,2,Millerite
1,0,0,217,79,1,2,Millerite
2,0,1,163,69,3,0,Millerite
0,0,0,159,70,1,5,Millerite
0,0,0,181,69,1,1,Millerite
0,0,0,216,63,0,2,Millerite
0,0,0,243,75,1,3,Millerite
1,0,0,322,76,2,2,Millerite
0,0,0,198,82,2,0,Millerite
0,0,0,198,57,0,3,Millerite
0,1,0,249,78,0,5,Millerite
1,0,0,236,74,0,2,Millerite
0,0,0,213,70,0,4,Millerite
0,0,0,127,65,0,3,Millerite
0,0,0,216,71,1,3,Millerite
